Name,Departments,Rating,Difficulty,Courses
Chantel Haughton,Communication,3,4,"COMM 151, COMM 88, COMM 148, COMM 160PF"
Chris Hayes,Biology,3.3,3.9,"MCDB 131, MCDB 131L, MCDB 230, MCDB 218A, MCDB 194BG"
Reagan Haynes,Fine Arts,1,3,"DANCE 43B, DANCE 43C, DANCE 143A, DANCE 82JZ, DANCE 182JZ"
Trevor Hayton,Chemistry,2.9,4.3,"CHEM 116CL, CHEM 173A, CHEM 186, CHEM 290, CHEM 286"
Jingyi He,Statistics,1.4,4.4,"PSTAT 120B, PSTAT 130"
Richard Hecht,Religion; Religious Studies; Literature,3.5,2.8,"RG ST 113, RG ST 131F, RG ST 130, RG ST 131H, RG ST 131D"
Mary Hegarty,Psychology,3.1,3.1,"PSY 108, PSY 160MH, PSY 117L, PSY 594MH, PSY 199"
Matthew Helgeson,Chemical Engineering,4.1,3.8,"CH E 180B, CH E 120B, CH E 180A, CH E 120A, CH E 121"
Ruth Hellier-Tinoco,Music; Theater,3.2,1.6,"MUS 3A, MUS 3B, MUS 168G, MUS 175K, MUS 168P"
Jarett Henderson,History,3.8,3.8,"HIST 2C, HIST 141C, HIST 101G, HIST 124C, HIST 9"
Greg Hillis,Religion; Religious Studies; Ethnic Studies,4.1,2.1,"RG ST 21, RG ST 4, EACS 21, RG ST 1, EACS 5"
Kenneth (Ken) Hiltner,English,4.5,3.3,"ENGL 22, ENGL 23, ENGL 24, ENGL 122CM, INT 84BZ"
Sarah Hirsch,Writing,5,2.6,"WRIT 1, WRIT 2, WRIT 107M, WRIT 107J, WRIT 109V"
Chase Hobbs-Morgan,Political Science,4.9,3.3,"POL S 1, POL S 110ET, POL S 189, POL S 114, POL S 110DT"
Scott Hodges,Biology,4,3.3,"EEMB 3, EEMB 595EV, EEMB 194PE, EEMB 199, EEMB 197"
Jeffrey Hoelle,Anthropology,4,2.2,"ANTH 2, ANTH 152, ENV S 151, ANTH 152A, ANTH 174"
Gretchen Hofmann,Biology,4.8,2.4,"EEMB 3, EEMB 155CC, EEMB 92, EEMB 165, EEMB 596"
Michael Hofmann,Germanic & Russian Studies,5,1,"GER 1, GER 8C, GER 114, GER 2, GER 101A"
Sally Holbrook,Biology,2.8,4,"EEMB 120, EEMB 152, ENV S 152, EEMB 595RR, EEMB 595P"
Thomas Holden,Philosophy,5,3.3,"PHIL 20C, PHIL 165, PHIL 164, PHIL 176, PHIL 167"
Barbara Holdrege,Religion; Religious Studies,3.5,3.5,"RG ST 19, RG ST 158C, RG ST 206D, RG ST 145, RG ST 165"
Tobias Hollerer,Computer Science,4.8,2.6,"CMPSC 48, CMPSC 184, CMPSC 148, CMPSC 189A, CMPSC 291I"
Dawn Holmes,Statistics,3.8,3,"PSTAT 10, PSTAT 140, PSTAT 8, PSTAT 190, PSTAT 194"
Jennifer Holt,Film,4.5,4,"FAMST 70, FAMST 101E, FAMST 187FM, FAMST 231"
Jared Holton,Music,4.6,2.1,"MUS 17, MUS 114"
Stephanie Malia Hom,French & Italian,5,2,"ITAL 120X, ITAL 139FX, ITAL 139ZX, ITAL 139CX, ITAL 139YY"
Gary Horowitz,Physics,4.5,3,"PHYS 210A, PHYS 231A, PHYS 231B, PHYS 231C"
Lynn Hou,Linguistics,5,2.4,"LING 137, LING 138, LING 129, LING 237, LING 594"
Ruimeng Hu,Statistics; Mathematics,4.3,4.3,"PSTAT 171, MATH 104A, MATH 260HH, MATH 260AA, PSTAT 223A"
Yunte Huang,English,3.3,2.4,"ENGL 104A, ENGL 133TL, ENGL 134AA, ENGL 197, ENGL 104AS"
Birge Huisgen-Zimmerman,Mathematics,4.3,3.3,"MATH 117, MATH 111B, MATH 8, MATH 236A, MATH 237C"
Peter Huk,Writing,4.9,1.9,"WRIT 2, WRIT 50E, WRIT 2E, WRIT 109F, WRIT 105C"
Valerie Huston,Fine Arts,4.2,4.2,"DANCE 47B, DANCE 47D, DANCE 47A, DANCE 147B, DANCE 147C"
Tomoyuki Ichiba,Statistics,4,3,"PSTAT 8, PSTAT 171, PSTAT 174, PSTAT 170, PSTAT 213A"
Debora Iglesias-Rodriguez,Biology,1,3,"EEMB W 158, EEMB 158, EEMB 243, EEMB 242, EEMB 595MM"
Elliott Ihm,Psychology,4.5,3,"PSY 102, PSY 105, PSY 10B, PSY 1, PSY 120L"
Matt Jackson,Geology,4.8,2.1,"EARTH 20, EARTHW 20, EARTH 2, EARTH 124IG, EARTH 270MJ"
Wendy Jackson,Film,5,4,"FAMST 111A, FAMST 188A, FAMST 106A, FAMST 106B, FAMST 188B"
Walter Jacob,Mathematics,4.5,3.1,"MATH 102A, MATH 94, MATH 102B, MATH 220A, MATH 199"
Emily Jacobs,Psychology,4.5,3,"PSY 123, PSY 137, PSY 163EJ, PSY 196, PSY 231"
Ricado Jacobs,Global & International Studies,4,3.8,"GLOBL 153, GLOBL 130, GLOBL 174, GLOBL 140, GLOBL 197"
Lisa Jacobson,History,4.3,3.3,"HIST 193F, HIST 175B, HIST 175D, HIST 175A, HIST 9"
Geoffrey Jacques,Black Studies,2.6,3.6,"BL ST 103, BL ST 127, BL ST 124, BL ST 118, BL ST 146"
Luc Jaeger,Chemistry,2.8,2.8,"CHEM 142C, CHEM 143, INT 84CV, BMSE 244, CHEM 148"
Anna James,Biology; Geology; Geography,5,2.9,"EEMB 3, GEOG 20, EEMB 2, ENV S 111, GEOG 149"
Sreenivasa Jammalamadaka,Statistics,4.6,2.6,"PSTAT 122, PSTAT 120C, PSTAT 207A, PSTAT 207B, PSTAT 207C"
Krzysztof Janowicz,Geography,4.3,3.1,"GEOG 176B, GEOG 176C, GEOG 178, GEOG 596"
Skirmantas Janusonis,Psychology,4.1,3.1,"PSY 136, PSY 113L, PSY 269, PSY 199"
Greg Jarrett,Religion; Religious Studies; Philosophy,4.1,3.4,"PHIL 143, PHIL 188, PHIL 130, PHIL 145, RG ST 156BE"
Andrew Jayich,Physics,1.6,3.4,"PHYS 128AL, PHYS 141, PHYS 13AH, PHYS 228, PHYS 150"
Ania Jayich,Physics,3.3,5,"PHYS 110A, PHYS 123A, PHYS 250, PHYS 199"
Chris Jenkins,Film,4.9,2.5,"FAMST 107, FAMST 109EM, FAMST 104, FAMST 109EP, FAMST 109EA"
Lisa Jevbratt,Fine Arts,4,2,"ART 7D, ART 102MM, ART 185LJ, ART 122CC, ART 244"
Chen Ji,Geology,3,3.3,"EARTH 9, EARTH 100, EARTH 136, EARTH 596"
Chenhao Jin,Physics,2,4.9,"PHYS 115C, PHYS 115A, PHYS 115B"
Greg Johnson,Religion; Religious Studies,4.3,2.4,"RG ST 14, RG ST 104, RG ST 200TR, RG ST 292IM"
Jennifer Johnson,Writing,4.9,2.1,"WRIT 107B, WRIT 2, WRIT 107A, WRIT 105R, WRIT 1"
Charles Jones,Geography,3.4,2.8,"GEOG 8, GEOG 210A, GEOG 133, GEOG 280, GEOG 287"
Crisjoe Joseph,Chemistry,5,5,"CHEM 1A, CHEM 1C, CHEM 1B"
Pradeep Joshi,Biology,2.1,4.3,"MCDB 101B, MCDB 101L"
Melody Jue,English,4.5,3.2,"ENGL 192EF, ENGL 192SS, ENGL 140, ENGL 147OM, INT 84CJ"
Nicolas Jurkowski,Music,4.8,2.9,"MUS 15, MUS 114, MUS 3A, MUS 5A, MUS 4A"
Kalju Kahn,Chemistry,3.1,4.6,"CHEM 142A, CHEM 110L, CHEM 112C, CHEM 112L, CHEM 125L"
Laura Kalman,History,4.6,2.9,"HIST 17C, HIST 166D, HIST 166C, HIST 166R"
Jennifer Kam,Communication,4.5,3,"COMM 107, COMM 183, COMM 148, COMM 199RA, COMM 255"
Cynthia Kaplan,Political Science,2.8,4.1,"POL S 143, POL S 118, POL S 231, POL S 197C, POL S 281"
Argyro Katsika,Linguistics,3,4,"LING 145, INT 136PA, LING 251A, LING 251B, LING 594"
Derek Katz,Music,5,2.4,"MUS 15, MUS 115, MUS 10C, INT 36KX, MUS 10B"
Mitchell Kauffman,Religion; Religious Studies,4.1,3.2,"RG ST 190EI, RG ST 190WE, RG ST 190GA"
J J Kearney,English,4.5,2.6,"ENGL 15, INT 35LT, ENGL 197, ENGL 231, ENGL 15S"
Ron Keiflin,Psychology,4.6,3.3,"PSY 116, PSY 122, PSY 163RK, PSY 594PK, PSY 199"
Arturo Keller,Environmental Science & Mgmt.,5,2,"ESM 202, ESM 224, ESM 296, ESM 222, ESM 401C"
Edward Keller,Geology; Geography,3.3,3,"ENV S 134, EARTH 117, GEOG 144, ENV S 144, EARTH 199"
Robert (Bob) Kennedy,Linguistics,5,3.8,"LING 70, LING 20, LING 15, LING 107, LING 117"
Douglas Kennett,Anthropology,3,3.3,"ANTH 3, ANTH 137, ANTH 178, ANTH 239A, ANTH 206DJ"
Tae-Yeoun Keum,Political Science,4.5,3.3,"POL S 1, POL S 188, POL S 187, POL S 196, POL S 240"
Yekaterina Kate Kharitonova,Computer Science,2.8,4.5,"CMPSCW 8, CMPSC 8, INT 5, CMPSC 90DA, CMPSC 190J"
Bongjin Kim,Electrical & Comp. Engineering,3,2.5,"ECE 152A, ECE 224A, ECE 594BB"
Heejung Kim,Psychology,3.6,2.8,"PSY 154, PSY 150L, PSY 160HK, PSY 252, PSY 199"
Hyun-Jung Kim,Mathematics,3,4,"MATH 34A, MATH 34B, MATH 8"
Sung Soo Kim,Biology,3.9,3,"MCDB 260, MCDB 170, MCDB 248, BMSE 210, MCDB 221"
Young Ji Kim,Communication,4.1,3.6,"COMM 106, COMM 122, COMM 206, COMM 199RA"
Jennifer King,Geography,5,3,"GEOG 4, GEOG 142, GEOG 134, GEOG 260, GEOG 596"
Rachael King,English,2.9,3.4,"ENGL 102, INT 137MK, ENGL 147WT, ENGL 102S, ENGL 197"
William Davies King,Theater,3.5,3,"THTR 1, THTR 180B, THTR 180A, THTR 182M, THTR 104A"
Tod Kippin,Psychology,3.3,3.4,"PSY 111, PSY 138L, INT 84AN, PSY 235, PSY 211"
Natasha Kislenko,Music,5,2.5,"MUS 31A, MUS 31B, MUS 31C, MUS 31X, MUS 152"
Stanley Klein,Psychology,4.8,2.8,"PSY 117, PSY 148, PSY 160SK"
John Kloke,Statistics,2.2,3.3,"PSTAT 130, PSTAT 131, PSTAT 135, PSTAT 231"
Troy Araiza-Kokinis,History,3.3,3.1,"HIST 8, HIST 136W, HIST 151A, HIST 197LA, HIST 151R"
Daniel Korman,Philosophy,4.5,3.3,"PHIL 1, PHIL 100B, PHIL 100E, PHIL 100C, PHIL 150E"
Dana Kornberg,Sociology,2.8,3.8,"SOC 118GK, SOC 126, SOC 294"
Kenneth Kosik,Biology; Fine Arts,3.6,3.6,"MCDB 152, ART 133M, MCDB 220C, MCDB 199, BMSE 220C"
Georgios Koutroulakis,Physics,5,4.9,"PHYS 1, PHYS 103, PHYS 25, PHYS 5, PHYS 20"
Jedrzej Kozerawski,Computer Science,3.7,3,"CMPSC 32, CMPSC 24, CMPSC 165B, INT 93LS"
Chandra Krintz,Computer Science,4.1,3.4,"CMPSC 189B, CMPSC 190B, CMPSC 263, CMPSC 148, CMPSC 596"
Kai Kristiansen,Physics,3.5,3.5,"PHYS 6C, PHYS 4, PHYS 25, PHYS 110A, PHYS 103"
Chris Kruegel,Computer Science,4.6,3.8,"CMPSC 177, CMPSC 596, CMPSC 196"
Robert Krut,Writing,5,2.5,"WRIT 107B, WRIT 105C, WRIT 50, WRIT 2, WRIT 1"
Marjorie Kruvand,Writing,2.3,3.6,"WRIT 107J, WRIT 107B, WRIT 107G, WRIT 107P, WRIT 105SW"
Peter Kuhn,Economics,3.9,2.8,"ECON 152, ECON 290, ECON 250E, ECON 250I"
Sanjay Kumar,Mathematics,4.7,2.7,"MATH 34A, MATH 3B, MATH 6B, MATH 108A, MATH 8"
Manny Kundu,Anthropology,3,2.9,"ENV S 132, ANTH 111, ANTH 148, ENV S 112"
Danielle Kurin,Anthropology,4.6,3.1,"ANTH 121, ANTH 180A, ANTH 197DK, ANTH 180B, ANTH 197ZZ"
Armand Kuris,Biology,4.5,4,"EEMB 112, EEMB 116, EEMB 111, EEMB 194T, EEMB 596"
Amy Kyratzis,Education,3.3,1.9,"ED 111, ED 211G, ED 199RA, ED 202A, ED 197"
Marion Labatut,French,5,2.6,"FR 4, FR 5, FR 6, FR 3, FR 2"
Denis Labutin,Mathematics,3.5,2.8,"MATH 4A, MATH 111C, MATH 118A, MATH 132A, MATH 108A"
Nicole Lamartine,Music,4.3,4.3,"MUS A 37, MUS A 36, MUS A 136, MUS A 37M, MUS A 137"
Dan Lane,Communication,5,2.9,"COMM 89, COMM W 188, COMM 128, COMM 188, COMM 160PD"
Carol Lansing,History,4.3,3.4,"HIST 4B, HIST 115X, HIST 115A, HIST 115B, HIST 9"
Renan Larue,Literature; French,3.1,3.3,"C LIT 186FL, C LIT 189, FR 101B, FR 151F"
Amy Lashmet,Linguistics,3.6,3.1,"LING 12, LING 141, LING W 12, LING W 3C, LING 3C"
John Latto,Biology,5,2.3,"EEMB 2, EEMB 2LL, EEMB 50, EEMB 40, INT 35HD"
Evelyne Laurent-Perrault,History,3.2,2.8,"HIST 8, HIST 153M, HIST 153A, HIST 149AD, HIST 151R"
Leroy Laverman,Chemistry,4.1,3.3,"CHEM 116BL, CHEM 116AL, CHEM 116CL, CHEM 110"
David Lawson,Anthropology,4.3,3.1,"ANTH 170, ANTH 130, INT 84CH, ANTH 9, ANTH 241B"
David Lea,Geology; Environmental Science & Mgmt.,4.4,2.3,"EARTH 130, EARTH 105, ESM 239, INT 84CQ, EARTH 199"
Alex LeBrun,Philosophy,4.4,3.6,"PHIL 4, PHIL 7, PHIL 100B"
Jin Sook Lee,Education,4.5,2.7,"ED 123, ED 270H, ED 199, ED 253D, ED 270F"
John Lee,History,5,3.3,"HIST 2A, HIST 4A, HIST 111F, HIST 111B, HIST 111T"
Wona Lee,Languages; East Asian Languages & Cultures,5,2.5,"KOR 1, KOR 2, KOR 4, KOR 3, KOR 5"
Benjamin Levy,Music,5,4,"MUS 3C, MUS 5A, MUS 160B, MUS 250B, MUS 273"
Ann-Elise Lewallen,Languages; East Asian Languages & Cultures; History; Ethnic Studies,3.8,2.7,"EACS 4B, JAPAN 150, EACS 14, EACS 141, JAPAN 144"
Robert Lewis,Chemistry,4.5,3.9,"CHEM 109C, CHEM 109A, CHEM 109B, CHEM 6AL, CHEM 6BL"
Peng Li,Electrical & Comp. Engineering,3,3,"ECE 152A, ECE 594BB"
Xiaorong Li,Languages; Literature; Ethnic Studies,3.3,3,"EACS 4A, C LIT 31, CHIN 143, CHIN 40, CHIN 144"
ZHIJIAN LI,Statistics,2.4,3.7,"PSTAT 160A, PSTAT 131, PSTAT 126, PSTAT 231"
Zoe Liberman,Psychology,4,3.5,"PSY 105, PSY 160ZL, PSY 594ZL, PSY 199, PSY 99"
Pei-Te Lien,Political Science; Asian American Studies,2.6,3,"POL S 166, POL S 161, POL S 160, AS AM 160, POL S 263"
Geunho Lim,Mathematics,2.3,4.3,"MATH 6A, MATH 118A, MATH 117, MATH 145, MATH 118B"
Quyuan Lin,Mathematics,5,3.5,"MATH 6B, MATH 3A, MATH 117, MATH 8"
Sara Lindheim,Classics; Classics,4.1,2.9,"CLASS 110, LATIN 3, LATIN 2, LATIN 101, LATIN 100"
Everett Lipman,Physics,3.6,3.9,"PHYS 129L, PHYS 127BL, PHYS 128AL, PHYS 103, PHYS 13BH"
Bruce Lipshutz,Chemistry,4,4,"CHEM 109BH, CHEM 109CH, CHEM 596, CHEM 223, CHEM 6CH"
Lorraine Lisiecki,Geology,4,2.8,"EARTH 4, EARTH 106, EARTH 201C, EARTH 202, EARTH 206"
Alan Liu,English,2.6,4.1,"ENGL 25, ENGL 146DS, ENGL 238, ENGL 197, ENGL 25S"
Zheng Liu,Mathematics,3.8,3,"MATH 3B, MATH 111A, MATH 111C, MATH 111B, MATH 8"
Mariam Lmaifi,French,4.6,2.8,"FR 6, FR 1, FR 2, FR 3"
Hugo Loaiciga,Geography; Geology,2.6,3.1,"GEOG 112, EARTH 173, GEOG 116, GEOG 162, ENV S 162"
Karin Lohwasser,Education,4.8,3,"ED 150, ED 131, ED 129, ED S 321"
Daniel Lokshtanov,Computer Science,3.7,4.1,"CMPSC 190A, CMPSC 138, CMPSC 130B, CMPSC 40, CMPSC 130A"
Darren Long,Mathematics,4,3.8,"MATH 3B, MATH 108B, MATH 118C, MATH 221A, MATH 221C"
David Lopez-Carr,Geography,3,2.8,"GEOG 5, GEOG 2, GEOG 141A, GEOG 155"
Matthieu Louis,Biology,3.8,4.6,"MCDB 108C, MCDB 595X, BMSE 210, MCDB 199, MCDB 596"
Dustin Lovett,Literature; Germanic & Russian Studies; Germanic & Russian Studies,4.3,4,"C LIT 50, C LIT 43A, GER 43A, C LIT 179A, C LIT 30B"
David Low,Biology,4,2.9,"MCDB 101A, MCDB 101AH, MCDB 194BG, MCDB 230, BMSE 230"
Seng Low,Biology,3,5,"MCDB 1B, MCDB 6, MCDB 111, MCDB 26, MCDB 21"
Julia Lowell,Economics,3.3,3.4,"ECON 180, ECON 181"
Philip Lubin,Physics; Physics,2.4,2.9,"PHYS 4, ASTRO 1, PHYS 134L, PHYS 150, PHYS 199"
Michael Ludkovski,Statistics,3.3,4,"PSTATW 160A, PSTAT 160A, PSTAT 170, PSTAT 176, PSTAT 276"
Andreas Ludwig,Physics,4.3,3.9,"PHYS 220, PHYS 223B"
Zakiya Luna,Sociology,1.6,3.7,"SOC 155M, SOC 185S, SOC 154R, SOC 196HR, SOC 255R"
Shelly Lundberg,Economics,2.7,2.7,"ECON 250D, ECON 196A, ECON 196B"
Karen Lunsford,Writing,4.9,2.4,"WRIT 109HP, WRIT 105SW, WRIT 155B, WRIT 161, WRIT 253"
Xiao Luo,Physics,5,2,"PHYS 23, PHYS 24, PHYS 128AL"
Paolo Luzzatto-Fegiz,Mechanical Engineering,5,3.3,"ME 152B, ME 125PL, ME 220A, ME 225PL, ME 197"
Tiffany Lytle,Theater; Asian American Studies,5,2.5,"AS AM 118, THTR 9, AS AM 142, AS AM 79"
Dzwokai Ma,Biology,4,4.8,"MCDB 103, MCDB 151, MCDB 220B, MCDB 103H, MCDB 194ZM"
Francis Macdonald,Geology,2,3,"EARTH 104A, EARTH 109, EARTH 201B, EARTH 596, EARTH 199"
Esmeralda Macias,English,3.8,3,"ENGL 189, ENGL 10, INT 201GW, ENGL 265GW, ENGL 175GW"
Diane MacKie,Psychology,3,3.9,"PSY 139, PSY 140, PSY 594DM, PSY 199, PSY 99"
Rose MacLean,Classics; Classics,5,2.3,"CLASS 140, CLASS 70, LATIN 1, CLASS 233, CLASS 185"
Paasha Mahdavi,Political Science; Environmental Science & Mgmt.,4.8,3.9,"POL S 15, POL S 196, POL S 206, POL S 211, POL S 205"
John Majewski,History,4.9,2.8,"HIST 162B, HIST 9, INT 137TH, HIST 162R"
Brenda Major,Psychology,3,3.3,"PSY 102, PSY 147, PSY 594BM, PSY 199"
David Malvinni,Music,3.4,2.1,"MUS 17, MUS 114"
Fedya Manin,Mathematics,4.1,4.6,"MATH 108B, MATH 147A, MATH 111B, MATH 221A, MATH 232A"
B. S. Manjunath,Electrical & Comp. Engineering; Computer Science,4,3.3,"ECE 180, ECE 181, ECE 278A, CMPSC 181, ECE 281B"
Scott Marcus,Music,3.4,1.9,"MUS 3C, MUS 175G, MUS 175F, MUS 160D, MUS 160E"
Harold Marcuse,History,3,2.5,"HIST 2C, HIST 133D, INT 137RP, HIST 9, HIST 133Q"
Jason Marden,Electrical & Comp. Engineering,3.8,4,"ECE 149, ECE 194V, ECE 130A, ECE 271C, ECE 194D"
Mavel Marina,Education,1.6,2.4,"ED 20, ED 20I, ED 120"
Trevor Marks,Mechanical Engineering,4,4.3,"ME 104, ME 6, ME 14, ME 179L"
Donald Marolf,Physics,3.4,3.4,"PHYS 102, PHYS 231C, PHYS 231A, PHYS 230B, PHYS 231B"
Laura Marques-Pascual,Spanish,3.3,4,"SPAN W 1, SPAN W 2, SPAN 3, SPAN 1, SPAN 2"
Kathy Marshall,Economics,2.6,3.6,"ECON 101, ECON 181, ECON 114B"
Crystal Martin,Physics; Physics,2.9,4.3,"ASTRO 1, PHYS 133, PHYS 132, PHYS 136, ASTRO 1H"
Mark Maslan,English,3.4,3.2,"ENGL 103A, ENGL 132WE, ENGL 132PR, ENGL 132EP, ENGL 197"
Eric Massie,History,4,3,"HIST 2C, MES 45"
Daniel Masterson,Political Science,3.5,2.6,"POL S 150A, POL S 197C, POL S 196, POL S 594MD, POL S 207"
Dana Mastro,Communication,4.8,2.1,"COMM 103, COMM 199RA, COMM 594MS"
Ziad Matni,Communication; Computer Science,4.4,3.4,"COMM 88, CMPSC 8, CMPSCW 8, CMPSC 32, CMPSC 16"
Richard Mayer,Psychology,3.8,2.5,"PSY 124, PSY 125, PSY 594RM, PSY 160RM, PSY 237"
Thomas Mazanec,Languages; Literature; Ethnic Studies,5,2,"CHIN W 80, CHIN 80, CHIN 140, CHIN 139, CHIN 101A"
Benjamin Mazin,Physics,2.8,3,"PHYS 6CL, PHYS 6AL, PHYS 6BL, PHYS 29, PHYS 129L"
Christopher McAuley,Black Studies,4.1,2.3,"BL ST 7, BL ST 3, BL ST 104, BL ST 102, BL ST 100"
Kristen McCants,English,4.6,2.6,"ENGL 192WW, ENGL 105B, ENGL 165RR, ENGL 165EM"
Christina McCarthy,Theater; Fine Arts,3.7,3,"DANCE 50, DANCE 56A, DANCE 56C, DANCE 149, DANCE 151A"
Katia McClain,Germanic & Russian Studies; Germanic & Russian Studies; Literature,4.4,1.8,"C LIT 115, SLAV 117F, SLAV 152A, SLAV 33, SLAV 182"
Sarah McClure,Anthropology,5,3,"ANTH 3, ANTH 162, ANTH 167, ANTH 197XY, ANTH 186Z"
Kate McDonald,History; Languages; East Asian Languages & Cultures,4.6,2.8,"HIST 87, HIST 187C, HIST 187B, HIST 105II, HIST 9"
Joe McFadden,Geography,4.5,3,"GEOG 115A, GEOG 130, GEOG 243"
Eric McFarland,Chemistry; Chemical Engineering,2.7,4.4,"CH E 184B, CH E 140B, CH E 141, CH E 198, CH E 241"
Patrick McHugh,Writing,4.8,2.3,"WRIT 107B, INT 37UD, WRIT 50, WRIT 105WE, WRIT 153B"
Richard McKirahan,Philosophy,3.1,3,"PHIL 154, PHIL 151, PHIL 153, PHIL 251G"
Larry McLellan,Germanic & Russian Studies,4.8,2.8,"RUSS 1, RUSS 101D, RUSS 5, RUSS 6, RUSS 101A"
Christina McMahon,Theater,4.2,2,"THTR 2A, THTR 184AA, THTR 184CA, THTR 251AF, THTR 199"
Robert McMeeking,Mechanical Engineering,3.5,3.6,"ME 154, MATRL 234"
Megan McMurtrey,English,4.4,2.5,"ENV S 193TK, ENGL 34NA"
James McNamara,Film,5,3.6,"FAMST 144, FAMST 96, FAMST 150AD, FAMST 166TN, FAMST 187SS"
Mark Meadow,Art History,4,3,"ARTHI 6M, INT 137MK, ARTHI 107A, ARTHI 107C, ARTHI 141E"
Eckart Meiburg,Mechanical Engineering,3.7,3,"ME 140A, ME 252A"
Wendy Meiring,Statistics,3,3.8,"PSTAT 127, PSTAT 262ST, PSTAT 220B, PSTAT 232, PSTAT 230"
Ross Melnick,Film,4.8,2.6,"FAMST 101F, FAMST 101C, FAMST 55QM, FAMST 187AN, FAMST 110"
Gabriel Menard,Chemistry,2.6,3.9,"CHEM 25, CHEM 173A, CHEM 596, CHEM 175, CHEM 268A"
Marta Mendes Braga,French,5,3,"FR 1, PORT 130B, PORT 8B, PORT 8A, PORT 102A"
Andy Merolla,Communication,4.9,2.8,"COMM 89, COMM 121, COMM 111, COMM 207, COMM 199RA"
Horia Metiu,Chemistry,3,3.7,"CHEM 113C, CHEM 113A, CHEM 2B, CHEM 2BC, CHEM 113AL"
Miriam Metzger,Communication,3.9,4.1,"COMM 87, COMM 174, COMM 213, INT 200, COMM 204B"
Ilene Miele,Writing,4.2,1.9,"WRIT 105S, WRIT 109ED, WRIT 2, WRIT 105C, WRIT 1"
Stephan Miescher,History; Black Studies,3.3,3,"HIST 49B, HIST 49C, BL ST 49C, HIST 202, BL ST 49B"
Matto Mildenberger,Political Science; Environmental Science & Mgmt.,3.9,3.5,"POL S 15, POL S 177, ENV S 177, POL S 106CI, POL S 207"
Karly Miller,Geography,2.3,3.8,"ENV S 130C, GEOG 5, ENV S 111, GEOG 149, GEOG 119"
Antony Millner,Economics,3,4.9,"ECON 10A, ECON 115, ECON 260I, ECON 290"
Ryan Minor,History; Writing; Black Studies,5,2.4,"HIST 49C, HIST 101, BL ST 49C, HIST 147D, WRIT 2"
Nina Miolane,Electrical & Comp. Engineering,4.4,3.8,"ECE 3, ECE 278A, ECE 594N, ECE 194N"
Diba Mirza,Computer Science,5,3.1,"CMPSC 16, CMPSC 24, CMPSC 8, CMPSCW 8, CMPSC 40"
Greg Mitchell,Theater,3,3.6,"THTR 19, THTR 22, INT 84BE, THTR 194D, THTR 122"
Janet Mizrahi,Writing,3.7,3.8,"WRIT 107P, WRIT 159B, WRIT 109HP, WRIT 107J, WRIT 152B"
Holly Moeller,Biology,4.6,3.6,"EEMB 120, EEMB 179, EEMB 508, EEMB 509, EEMB 595CA"
Jonathan Moerschel,Music,5,4,"MUS A 140, MUS A 40, MUS A 144, MUS 26D, MUS A 244"
David Mokriski,Philosophy,4.6,4,"PHIL 3, PHIL 4, PHIL 1, PHIL 139, PHIL 134"
Laurie Monahan,Art History,3.1,3.3,"ARTHI 119F, ARTHI 141E, ARTHI 192A, ARTHI 141F"
Craig Montell,Biology,5,4.5,"MCDB 152, MCDB 194NB, MCDB 223, MCDB 248, MCDB 218B"
Denise Montell,Biology,3.5,3.5,"MCDB 112, MCDB 112H, MCDB 248, MCDB 218A, MCDB 199"
Dan Montello,Geography,3.1,3.3,"GEOG 5, GEOG 150, GEOG 117, GEOG 153C, GEOG 200C"
Galan Moody,Electrical & Comp. Engineering,5,2.4,"ECE 120A, ECE 120B, ECE 136C, ECE 10C, ECE 10CL"
Katie Moore,History,4.6,2,"HIST 17A, HIST 193MA, HIST 161R, HIST 101MQ"
KM Moore,Religion; Religious Studies; English,2.3,2.7,"ENGL 37, RG ST 37, RG ST 141D, RG ST 102A, INT 36DL"
Lorelei Moosbrugger,Political Science,4.5,3.4,"POL S 6, POL S 146, POL S 145, POL S 177"
Helen Morales,Classics; Classics,4.8,2.5,"CLASS 40, CLASS 40H, GREEK 10B, GREEK 10A, CLASS 232"
Nomi Morris,Writing,3,4.4,"WRIT 105C, WRIT 24, WRIT 152A, WRIT 107J, WRIT 107M"
Dave Morrison,Mathematics; Physics,2.1,3.6,"MATH 108A, PHYS 102, MATH 111C, MATH 113, MATH 108B"
Meghan Morrissey,Biology,5,2.5,"MCDB 135, MCDB 260, MCDB 218A, MCDB 194M"
Julia Morse,Political Science,4.4,3.6,"POL S 7, POL S 124, POL S 106HR, POL S 272"
Robert Morstein-Marx,Classics; Classics; Classics,4.8,2.3,"CLASS 20B, CLASS 150, CLASS 145, CLASS 185, LATIN 100"
Carlos Morton,Theater,2.3,2,"THTR 180E, THTR 104A, THTR 194L, THTR 104B, THTR 265A"
Delila Moseley,Theater; Fine Arts,3.2,1.7,"DANCE 47A, DANCE 47B, DANCE 42E, DANCE 47C, DANCE 147B"
Susan Moulton,Fine Arts,2.5,4,"ART 1C, ART 32, ART 132, ART 244, ART 134"
Saad Mouti,Statistics,2.3,4.5,"PSTAT 120A, PSTATW 120A, PSTAT 171, PSTAT 120B, PSTAT 160A"
Arnab Mukherjee,Chemistry; Chemical Engineering; Bioengineering,3.3,2.8,"CH E 132B, CH E 132C, CH E 230A, CH E 174, BIOE 210"
